oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
459,,,,,124.57,,,20/08/2025 01:08:49,124.57291041519927,"[[34.7863758118679, 32.08442318743364], [34.786167052443126, 32.08447832993375], [34.78607443278701, 32.0845080879392], [34.78588757757413, 32.08455328163904], [34.78585894700639, 32.0845632086222], [34.78580491622552, 32.084611704073744], [34.78568370487333, 32.08464279846228], [34.78564505055375, 32.08463837550149], [34.78562826169514, 32.084632593665084], [34.785525604964896, 32.084650865398444], [34.78549862918025, 32.08466652321527], [34.78520580577142, 32.08471852388838], [34.78513021076748, 32.0847025258519]]"
460,,,,,101.7,,,20/08/2025 01:08:49,101.69547094014308,"[[34.785306314784, 32.084433970191036], [34.78536851750024, 32.084437039099946], [34.785514963604804, 32.08440316526873], [34.78554877627685, 32.08436319262383], [34.78556898029645, 32.0843575330663], [34.78572048531839, 32.084320812545535], [34.785742350703536, 32.08431945275953], [34.78579444483335, 32.08432678326803], [34.78621700166324, 32.084217946008444], [34.786254033541105, 32.08420947870752], [34.78629436321547, 32.084215338146514], [34.786317825862085, 32.08423259461144]]"
461,,,,,120.3,,,20/08/2025 01:08:49,120.30045207408592,"[[34.7893286987317, 32.08376317875945], [34.789242877914695, 32.08377721345644], [34.78903245256244, 32.08382949296901], [34.789028003265486, 32.08369777236542], [34.788983244892755, 32.08355589804384], [34.789038915483395, 32.083515996115835], [34.78929468120617, 32.083476749875025], [34.78937761643971, 32.08372898091018]]"
462,,,,,70.79,,,20/08/2025 01:08:49,70.79247814139305,"[[34.78936194026984, 32.083476970212146], [34.7895184862733, 32.08344026073989], [34.78953870278541, 32.08343173741255], [34.7896094993402, 32.083393316795366], [34.78968694416477, 32.08337209604445], [34.78971722363825, 32.0833693319743], [34.78978441799778, 32.08338386774791], [34.789836628257355, 32.083365428402985], [34.790077221751446, 32.083334720458176]]"
463,2.5,עוקף קדם עד לוזים,דו סטרי,2024.0,286.3,כביש,1722297600000.0,20/08/2025 01:08:49,286.297825859724,"[[34.74859524693644, 32.04635633839538], [34.74835618653206, 32.04612996979142], [34.74833375555646, 32.04607673307056], [34.74826610541771, 32.04598950750803], [34.748225107554155, 32.04586694105402], [34.74817859571543, 32.0457121391828], [34.748080010525804, 32.04537996338802], [34.74798588311131, 32.045121251680996], [34.747904409233975, 32.0449428096426], [34.74785409949509, 32.0447912151567], [34.7478263561769, 32.04466547418738], [34.74782692387064, 32.044551111154504], [34.74789675608952, 32.044198601974514], [34.747966001144135, 32.043938489893975]]"
464,2.5,דרך השלום - גשר מעל איילון גדה צפונית,דו סטרי,2024.0,123.65,כביש,1725148800000.0,20/08/2025 01:08:49,123.65092774976893,"[[34.793898366215736, 32.07282463945691], [34.793825510542575, 32.07287079777197], [34.793718944010266, 32.07291242893756], [34.793555218335044, 32.07297154797477], [34.793230447961406, 32.07306991146665], [34.79299404237351, 32.073135422085876], [34.79297589011952, 32.07313315377148], [34.79294992395299, 32.07313748823284], [34.79267972902169, 32.073216143945764]]"
465,,שניצר,,,93.37,,,20/08/2025 01:08:49,93.37124248873305,"[[34.79302102107788, 32.12587173906382], [34.79301548472114, 32.12583736049843], [34.79297986649129, 32.12561620010147], [34.79293713164213, 32.12535084910768], [34.79289913226596, 32.125114897128846], [34.79288616200344, 32.12503759935224]]"
466,2.5,שניצר,דו סטרי,2024.0,64.22,מדרכה,1722211200000.0,20/08/2025 01:08:49,64.21705923766217,"[[34.79302102107788, 32.12587173906382], [34.79298438831749, 32.125950354568296], [34.79294971678244, 32.126038702146445], [34.79293746919419, 32.12609314166315], [34.792945165314904, 32.12616126649705], [34.79299988921604, 32.126434842783965]]"
467,, על פרשת דרכים גדה דרומית,דו סטרי,2023.0,119.57,כביש,,20/08/2025 01:08:49,119.57294351025726,"[[34.795932541970146, 32.081686924647535], [34.79568343858597, 32.081857388900026], [34.79562999078903, 32.081902549353735], [34.79559068228256, 32.08191912454484], [34.79551776600945, 32.081930819916465], [34.795464392448935, 32.081959279429554], [34.795422239857544, 32.08198538900861], [34.79537179634042, 32.08198522617867], [34.79532686131223, 32.08200655448279], [34.795290312788325, 32.08203268301197], [34.79528175726951, 32.08206605850696], [34.79521988009568, 32.08211596472923], [34.794969986125, 32.08222252703156], [34.794894181830365, 32.082253299948064]]"
468,,על פרשת דרכים גדה צפונית,דו סטרי,2023.0,127.83,כביש,,20/08/2025 01:08:49,127.82902285547225,"[[34.79604264045282, 32.08208438178183], [34.79596516652831, 32.082154158594065], [34.795832614323466, 32.082342224719405], [34.79580436748336, 32.08239223876197], [34.79577906015793, 32.08241124528949], [34.79552932534665, 32.0824820190531], [34.79548991034523, 32.08252245336485], [34.795461630326535, 32.082579626513585], [34.79541667483454, 32.082605727040445], [34.795026422382, 32.08276432756041]]"
469,,,,,17.05,,,20/08/2025 01:08:49,17.046862097789504,"[[34.82515228698035, 32.11225253083388], [34.825117125490266, 32.11240331488113]]"
470,2.5,ברזילי מהחשמל עד בגין,דו סטרי,2024.0,74.05,כביש,1730592000000.0,20/08/2025 01:08:49,74.0543715137176,"[[34.77548438973909, 32.061271751153015], [34.7757343940572, 32.060638787522855]]"
471,2.5,עופר כהן,דו סטרי,2024.0,91.53,,1730937600000.0,20/08/2025 01:08:49,91.52711310496808,"[[34.77324205856305, 32.04662967009618], [34.77227298831409, 32.046629849889726]]"
472,2.5,חיבור גן דוידוף לשד' ירושלים,דו סטרי,2023.0,80.98,,1693526400000.0,20/08/2025 01:08:49,80.97931734984108,"[[34.756827958473856, 32.03857225606766], [34.756016277562566, 32.03880733699835]]"
473,2.5,פרי אליעזר,דו סטרי,2024.0,53.88,כביש,1727740800000.0,20/08/2025 01:08:49,53.88351899845871,"[[34.76993510603165, 32.086836447397545], [34.76980663369199, 32.08687360222153], [34.76969748931003, 32.086901382437034], [34.76963491444792, 32.08692410915061], [34.76951800121703, 32.0870404981672], [34.76950569894334, 32.08705192665306], [34.769452033571845, 32.087062299634454]]"
474,2.5,טיילת גורדון,דו סטרי,2024.0,64.94,כביש,1727740800000.0,20/08/2025 01:08:49,64.94107174776293,"[[34.769452033571845, 32.087062299634454], [34.76943632216111, 32.086958881213945], [34.7694109366439, 32.08688788574595], [34.769334631057234, 32.086706180841986], [34.7693105047455, 32.08662788972015], [34.76929971848144, 32.0865777999614], [34.769291349113544, 32.08649580971392]]"
475,2.5,אליפלט (שלמה - אילת),,2025.0,824.82,כביש,1738195200000.0,20/08/2025 01:08:49,824.8197292920415,"[[34.76532252708961, 32.05465412686806], [34.765250834445006, 32.0546840812761], [34.764950501985574, 32.05463271608216], [34.76488729718532, 32.05467441756833], [34.76485721828484, 32.054788338314005], [34.764857073992125, 32.05481852072597]]"
476,2.5,שלבים (שלמה - קבו גלויות),דו סטרי,2024.0,537.18,כביש,1738195200000.0,20/08/2025 01:08:49,537.1751566288875,"[[34.765636035359464, 32.052497247272555], [34.76525628518494, 32.05259219845695], [34.76523237149237, 32.05291841131473], [34.76524194325554, 32.052975456559714]]"
477,2.5,שלבים (קבוץ גלויות - היסוד),דו סטרי,2024.0,101.32,כביש,1733011200000.0,20/08/2025 01:08:49,101.31802391848512,"[[34.76542685774047, 32.051750408750536], [34.76549120594238, 32.051903030540664], [34.76551278322887, 32.05191987403861], [34.765510429638766, 32.05200035339487], [34.76559180889075, 32.052275636108725], [34.76561704403593, 32.05235118077073], [34.76566803449757, 32.052393277882224], [34.765691564311155, 32.052413480963466], [34.76567959885895, 32.05244529980927], [34.7656359959088, 32.05250551475037], [34.76563359545416, 32.05259605521512]]"
478,2.5,המסגר (ישראל טל - גרשון שץ) גדה מערבית,דו סטרי,2024.0,655.58,אחוזות החוף,1724976000000.0,20/08/2025 01:08:49,655.5832297043966,"[[34.78747629171215, 32.069137821546114], [34.78733012602569, 32.0687138757344], [34.78721827934119, 32.068471053456264], [34.7871957749561, 32.06841128904227], [34.78715490795133, 32.0682850446853], [34.786982599762844, 32.067817241309996], [34.7868768106517, 32.06748629866623], [34.7867906172793, 32.06715818627986], [34.786679930843526, 32.066785243597664], [34.786641756867716, 32.066691470544015], [34.78657546569485, 32.06650552937328], [34.786468614775195, 32.066184227474565], [34.78638981336187, 32.0659579583948], [34.7862827604693, 32.06564524880541], [34.7862553836271, 32.065593206386986], [34.78620563773859, 32.06556227229186], [34.786129356006775, 32.065515127509926], [34.78604467045393, 32.06525294123959], [34.78613319839517, 32.0652086056595], [34.78612569831108, 32.065169796738004], [34.78597246923669, 32.064817617329204], [34.78561546412983, 32.06404506259286], [34.785469307966785, 32.063678390693696], [34.7854326168254, 32.06359323874637]]"
479,2.5,הא באייר ז'בוטינסקי - ז'בוטינסקי,דו סטרי,2025.0,397.39,כביש,1736467200000.0,20/08/2025 01:08:49,397.4019294323485,"[[34.7884784415991, 32.0871724157963], [34.78849366111848, 32.087219018138875], [34.78851102402967, 32.087264565419986], [34.78853053033479, 32.08730905764514], [34.78855218003634, 32.08735249482007], [34.788575973137036, 32.08739487695028], [34.78860190964011, 32.08743620404144], [34.788629989548674, 32.087476476098544], [34.78866021286635, 32.08751569312676], [34.788691926103446, 32.08755311852931], [34.788742892048354, 32.087604340333435], [34.78880305368611, 32.087655269571506], [34.78884285597762, 32.087684719341084], [34.78889045430489, 32.087716627938605], [34.78895875907013, 32.087758598510554], [34.78902295188462, 32.08779368821432], [34.78908479237532, 32.08782285451797], [34.78914493045086, 32.08784639160651], [34.78921928797925, 32.087869451083094], [34.78929618817977, 32.08788760114579], [34.789332522671664, 32.08789301352654], [34.789418682772315, 32.08790092517048], [34.78945949377797, 32.087908493934975], [34.78951521095098, 32.08792564081491], [34.78953851192071, 32.08793003116241], [34.789565034080184, 32.08793290492416], [34.78965465115004, 32.08793627583094], [34.789751727259116, 32.08794152904677], [34.789805835724096, 32.087942932576134], [34.789856558090534, 32.0879415813053], [34.789901740128755, 32.08793708446468], [34.78993302963725, 32.08793109778654], [34.790009741940786, 32.08791079411961], [34.79004536432408, 32.08790362545321], [34.790164969796166, 32.08789383810426], [34.79022545089461, 32.08788069953965], [34.790290042633124, 32.08785963986671], [34.79035981567246, 32.08783058933072], [34.790452401305814, 32.08778620515043], [34.7905013924468, 32.087760947823966], [34.790548512263584, 32.08773444519265], [34.79059351727351, 32.08770683440741], [34.79063621453263, 32.08767823408108], [34.7907161958477, 32.087617423561696], [34.79081019703237, 32.0875407773696], [34.79087937488785, 32.087479138419475], [34.79093706259997, 32.08742061536979], [34.79098435618349, 32.08736383269587], [34.79101596403258, 32.08731965275536], [34.791044773897134, 32.08727468571738], [34.79107045611652, 32.087229447212856], [34.79109276874306, 32.087184364713906], [34.79111392871749, 32.08713239204801], [34.791132453993704, 32.08707443938074], [34.79114886965417, 32.08700917604187], [34.79116566410586, 32.0869267437674], [34.79117639809399, 32.0868654046844], [34.791182093142076, 32.08681822492102], [34.791186641140605, 32.08674100261106], [34.79118573316982, 32.08671202387117], [34.79118268857387, 32.0866859049713], [34.791175004753896, 32.086657949768615], [34.79114981900888, 32.0865957048161], [34.791143371383505, 32.08656702582941], [34.79114201875366, 32.086538358886145], [34.79114363095079, 32.086509348386514]]"
480,,,,,50.63,,,20/08/2025 01:08:49,50.62994671185584,"[[34.75979810868554, 32.05034703171544], [34.75942747951798, 32.05067690664209]]"
481,2.5,חיים לבנון (איינשטיין-רוזנפלד),דו סטרי,2025.0,664.19,כביש,1735689600000.0,20/08/2025 01:08:49,664.1937410189662,"[[34.8013140165661, 32.11321593332615], [34.801359660242404, 32.11315538946331], [34.80136965029352, 32.11309473212082], [34.80137036535932, 32.11293197597615], [34.8013544021062, 32.112876753146665], [34.80137173486939, 32.11262025806655], [34.801430463857315, 32.11253216934802], [34.801448620854764, 32.11244954708168], [34.80146289864942, 32.112275779105765], [34.801507896396494, 32.11160367400746], [34.80156148722528, 32.11102616984126], [34.801589948947786, 32.1103578454596], [34.801597128048364, 32.110090758054916], [34.80157623691952, 32.109718782322105], [34.80153600078106, 32.109307125142806], [34.80150103498241, 32.10906290814668], [34.80143354064741, 32.10870356415626], [34.8013479158577, 32.10836972258913], [34.80126228150476, 32.108038437477845], [34.80123578759026, 32.10791693960382], [34.80114942840948, 32.10775051991837], [34.80109596255537, 32.107616155140725], [34.80099650715306, 32.10735511809953], [34.80097711663037, 32.10732566086977]]"
482,2.5,אלנבי (קינג ג'ורג' - גרוזנברג,,2025.0,317.28,דו סטרי,1738713600000.0,20/08/2025 01:08:49,317.2839271831384,"[[34.77056013850568, 32.069774397519346], [34.77075041986736, 32.06923581635964], [34.77077186313413, 32.06914522213178], [34.7708637906518, 32.06866595296667], [34.77093226548795, 32.06840611501996], [34.77098057442782, 32.06826312132634], [34.77110967998546, 32.067921173541286], [34.77129381013451, 32.06749709658898], [34.77138871657729, 32.06727671714386], [34.77149214028548, 32.067032507187]]"
483,2.5,השלום (עודד - 1063),,2024.0,344.77,כביש,,20/08/2025 01:08:49,344.77067375177944,"[[34.81158056744092, 32.05848367845395], [34.811282012735106, 32.058536387852286], [34.810956952454525, 32.058586191668184], [34.81087086519533, 32.058563340857695], [34.810711637253114, 32.058591076108385], [34.81061943799908, 32.05860627708891], [34.810513967290895, 32.05863553627752], [34.81045460747886, 32.05862676224056], [34.81030320464584, 32.058652060306336], [34.810178684828735, 32.05868030499065], [34.81011923602779, 32.05869252693769], [34.81005180250886, 32.05873717409061], [34.80969731689219, 32.05881719414335], [34.809294496833445, 32.058930467618254], [34.809223975561665, 32.058911159554626], [34.809198174778665, 32.058916805492245], [34.80913069140801, 32.05897290474946], [34.80882660636846, 32.05905976088725], [34.808546047040096, 32.05914859795509], [34.808399051251854, 32.05919108663074], [34.80810842651999, 32.05927511989852]]"
484,2.5,מתחם וויקס - מ- 2379 עד יוניצ'מן,דו סטרי,2023.0,325.7,מדרכה,1739145600000.0,20/08/2025 01:08:49,325.7014666354122,"[[34.80107619710628, 32.14127129186725], [34.80105371362014, 32.1414418161857], [34.80105908508359, 32.14149551804415], [34.8010776257874, 32.14158385773559], [34.801107398899475, 32.141668654048146], [34.80117071958857, 32.14177682043328], [34.801225728995426, 32.14186229408441], [34.80126392242997, 32.141945328046845], [34.80129157622971, 32.14203369672583], [34.801294055273644, 32.14210766947815], [34.80128666737305, 32.142193540447664], [34.801310024107416, 32.14250653681613], [34.80134173267645, 32.14258853739856], [34.801771544980774, 32.14328183254243], [34.80187129023972, 32.14346815169737], [34.801927622537704, 32.14358365217518], [34.801944490928584, 32.14372506783506], [34.801935272924055, 32.143832919284904], [34.80200482084435, 32.14392614180486], [34.80208319580681, 32.14400079134189]]"
